"country_name","country_iso_a2","country_iso_a3","continent","un_region","wb_region","lon","lat","poly_no"
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-58.3496111720988,-33.2631889788154,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-58.4270741441044,-33.9094544410575,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-58.4954420640265,-34.4314897600701,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-57.2258296372636,-35.2880266253079,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-57.3623587713788,-35.9773902320815,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-56.7374873521055,-36.4131259091666,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-56.7882852850483,-36.9015715471893,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-57.7491568670834,-38.1838705380799,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-59.2318570624019,-38.7202202288372,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-61.2374452378656,-38.9284245745412,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-62.3359569973101,-38.8277072080044,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-62.1257631089629,-39.4241049130849,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-62.3305309719194,-40.1725863584003,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-62.1459944322052,-40.6768966611367,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-62.745802781817,-41.0287614886121,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-63.7704947577325,-41.1667892392637,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-64.7320898098197,-40.8026770973351,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-65.1180352443916,-41.0643148740289,2
"Argentina","AR","ARG","South America","Americas","Latin America & Caribbean",-64.9785605536358,-42.0580009905693,2
